,ActivityCategory,ActivityName,LocationType,Name,Category,Code,Aggregation,Units,ReportingFrequency,mandatory,FormFieldType,AttributeValue,multipleAllowed,Description,sort
1096,PROT[4]Child Protection,[REF4.3]Community Mechanisms Strength/d,SyrRefRespRRP6,"Urban/Rural Syrian Men (Age 18 and above) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1093,PROT[4]Child Protection,[REF4.3]Community Mechanisms Strength/d,SyrRefRespRRP6,"Urban/Rural Syrian Women (Age 18 and above) sensitized on CP issues, services available and referral pathways  (includes inter-agency information campaigns)",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1106,PROT[4]Child Protection,[REF4.4]Specialised Services/Case Mngmt.,SyrRefRespRRP6,"Camps Syrian Boys (Age 0-17) UAC, SC, and children at risk provided with multi-sectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1105,PROT[4]Child Protection,[REF4.4]Specialised Services/Case Mngmt.,SyrRefRespRRP6,"Camps Syrian Girls (Age 0-17) UAC, SC, and children at risk provided with multi-sectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1114,PROT[4]Child Protection,[REF4.4]Specialised Services/Case Mngmt.,SyrRefRespRRP6,"Host Community Boys (Age 0-17) UAC, SC, and children at risk provided with multi-sectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1113,PROT[4]Child Protection,[REF4.4]Specialised Services/Case Mngmt.,SyrRefRespRRP6,"Host Community Girls (Age 0-17) UAC, SC, and children at risk provided with multi-sectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1110,PROT[4]Child Protection,[REF4.4]Specialised Services/Case Mngmt.,SyrRefRespRRP6,"Urban/Rural Syrian Boys (Age 0-17) UAC, SC, and children at risk provided with multi-sectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1109,PROT[4]Child Protection,[REF4.4]Specialised Services/Case Mngmt.,SyrRefRespRRP6,"Urban/Rural Syrian Girls (Age 0-17) UAC, SC, and children at risk provided with multi-sectoral services",Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1728,PROT[5]National Protection Systems,[RES5.1]Govt SGBV Capacity/Case Mngt Services,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1727,PROT[5]National Protection Systems,[RES5.1]Govt SGBV Capacity/Case Mngt Services,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1717,PROT[5]National Protection Systems,[RES5.1]Govt SGBV Capacity/Case Mngt Services,SyrRefRespRRP6,Camps Syrian Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1726,PROT[5]National Protection Systems,[RES5.1]Govt SGBV Capacity/Case Mngt Services,SyrRefRespRRP6,Camps Syrian Women (Age 18 and above),Breakdown of main indicator,,0,# OF BENEF.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1724,PROT[5]National Protection Systems,[RES5.1]Govt SGBV Capacity/Case Mngt Services,SyrRefRespRRP6,Host Community Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1723,PROT[5]National Protection Systems,[RES5.1]Govt SGBV Capacity/Case Mngt Services,SyrRefRespRRP6,Host Community Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1725,PROT[5]National Protection Systems,[RES5.1]Govt SGBV Capacity/Case Mngt Services,SyrRefRespRRP6,Host Community Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1722,PROT[5]National Protection Systems,[RES5.1]Govt SGBV Capacity/Case Mngt Services,SyrRefRespRRP6,Host Community Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1720,PROT[5]National Protection Systems,[RES5.1]Govt SGBV Capacity/Case Mngt Services,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1719,PROT[5]National Protection Systems,[RES5.1]Govt SGBV Capacity/Case Mngt Services,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1721,PROT[5]National Protection Systems,[RES5.1]Govt SGBV Capacity/Case Mngt Services,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1718,PROT[5]National Protection Systems,[RES5.1]Govt SGBV Capacity/Case Mngt Services,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1716,PROT[5]National Protection Systems,[RES5.1]Govt SGBV Capacity/Case Mngt Services,SyrRefRespRRP6,# of service providers trained on proper response to violence,Indicator,,0,# OF SERVICE,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1734,PROT[5]National Protection Systems,[RES5.2]GBV/CP Access Prot. Services/Shelters,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1733,PROT[5]National Protection Systems,[RES5.2]GBV/CP Access Prot. Services/Shelters,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1735,PROT[5]National Protection Systems,[RES5.2]GBV/CP Access Prot. Services/Shelters,SyrRefRespRRP6,Camps Syrian Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1732,PROT[5]National Protection Systems,[RES5.2]GBV/CP Access Prot. Services/Shelters,SyrRefRespRRP6,Camps Syrian Women (Age 18 and above),Breakdown of main indicator,,0,# OF BENEF.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1742,PROT[5]National Protection Systems,[RES5.2]GBV/CP Access Prot. Services/Shelters,SyrRefRespRRP6,Host Community Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1741,PROT[5]National Protection Systems,[RES5.2]GBV/CP Access Prot. Services/Shelters,SyrRefRespRRP6,Host Community Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1743,PROT[5]National Protection Systems,[RES5.2]GBV/CP Access Prot. Services/Shelters,SyrRefRespRRP6,Host Community Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1740,PROT[5]National Protection Systems,[RES5.2]GBV/CP Access Prot. Services/Shelters,SyrRefRespRRP6,Host Community Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1738,PROT[5]National Protection Systems,[RES5.2]GBV/CP Access Prot. Services/Shelters,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1737,PROT[5]National Protection Systems,[RES5.2]GBV/CP Access Prot. Services/Shelters,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1739,PROT[5]National Protection Systems,[RES5.2]GBV/CP Access Prot. Services/Shelters,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1736,PROT[5]National Protection Systems,[RES5.2]GBV/CP Access Prot. Services/Shelters,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1731,PROT[5]National Protection Systems,[RES5.2]GBV/CP Access Prot. Services/Shelters,SyrRefRespRRP6,# of survivors of violence (SGBV/VAC) benefitting from protection services and shelters,Indicator,,0,# of survivors,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1749,PROT[5]National Protection Systems,[RES5.3]Child Labour in host communities,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1748,PROT[5]National Protection Systems,[RES5.3]Child Labour in host communities,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1750,PROT[5]National Protection Systems,[RES5.3]Child Labour in host communities,SyrRefRespRRP6,Camps Syrian Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1747,PROT[5]National Protection Systems,[RES5.3]Child Labour in host communities,SyrRefRespRRP6,Camps Syrian Women (Age 18 and above),Breakdown of main indicator,,0,# OF BENEF.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1757,PROT[5]National Protection Systems,[RES5.3]Child Labour in host communities,SyrRefRespRRP6,Host Community Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1756,PROT[5]National Protection Systems,[RES5.3]Child Labour in host communities,SyrRefRespRRP6,Host Community Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1758,PROT[5]National Protection Systems,[RES5.3]Child Labour in host communities,SyrRefRespRRP6,Host Community Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1755,PROT[5]National Protection Systems,[RES5.3]Child Labour in host communities,SyrRefRespRRP6,Host Community Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1753,PROT[5]National Protection Systems,[RES5.3]Child Labour in host communities,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1752,PROT[5]National Protection Systems,[RES5.3]Child Labour in host communities,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1754,PROT[5]National Protection Systems,[RES5.3]Child Labour in host communities,SyrRefRespRRP6,Urban/Rural Syrian Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1751,PROT[5]National Protection Systems,[RES5.3]Child Labour in host communities,SyrRefRespRRP6,Urban/Rural Syrian Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1764,PROT[5]National Protection Systems,[RES5.4]Secrty Force Rpnse Gender/CP sensitive,SyrRefRespRRP6,Camps Syrian Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1763,PROT[5]National Protection Systems,[RES5.4]Secrty Force Rpnse Gender/CP sensitive,SyrRefRespRRP6,Camps Syrian Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1765,PROT[5]National Protection Systems,[RES5.4]Secrty Force Rpnse Gender/CP sensitive,SyrRefRespRRP6,Camps Syrian Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1762,PROT[5]National Protection Systems,[RES5.4]Secrty Force Rpnse Gender/CP sensitive,SyrRefRespRRP6,Camps Syrian Women (Age 18 and above),Breakdown of main indicator,,0,# OF BENEF.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1772,PROT[5]National Protection Systems,[RES5.4]Secrty Force Rpnse Gender/CP sensitive,SyrRefRespRRP6,Host Community Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1771,PROT[5]National Protection Systems,[RES5.4]Secrty Force Rpnse Gender/CP sensitive,SyrRefRespRRP6,Host Community Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1773,PROT[5]National Protection Systems,[RES5.4]Secrty Force Rpnse Gender/CP sensitive,SyrRefRespRRP6,Host Community Men (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1770,PROT[5]National Protection Systems,[RES5.4]Secrty Force Rpnse Gender/CP sensitive,SyrRefRespRRP6,Host Community Women (Age 18 and above),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1768,PROT[5]National Protection Systems,[RES5.4]Secrty Force Rpnse Gender/CP sensitive,SyrRefRespRRP6,Urban/Rural Syrian Boys (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
1767,PROT[5]National Protection Systems,[RES5.4]Secrty Force Rpnse Gender/CP sensitive,SyrRefRespRRP6,Urban/Rural Syrian Girls (Age 0-17),Breakdown of main indicator,,0,# of benef.,0,FALSE,Indicator,,,Liaise with Sector lead for indicator description,
