"","Category","Partner","Area","Objective","Output","Sector","Implementation","Total","RegionCODE","Area2"
"8192","Refugee","Caritas","Madaba Governorate","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",219689.1,1710,"Madaba"
"8203","Refugee","Caritas","Madaba Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","HEALTH","direct",180084.75,1710,"Madaba"
"8210","Refugee","IOCC","Mafraq City","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.4]Mat/Child Health mngt","HEALTH","direct",10000,1711,"MAFRAQ"
"8218","Refugee","TDH","Mafraq City","PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","PROTECTION","direct",5105,1711,"MAFRAQ"
"8226","Refugee","IOCC","Mafraq City","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","SHELTER","direct",30000,1711,"MAFRAQ"
"8228","Refugee","WVI","Mafraq City","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",348594.84,1711,"MAFRAQ"
"8234","Refugee","TDH","Mafraq City","PROT[REF1.1]Refugee Rights Respected","[REF1.1.5]Access to Legal Assistance","PROTECTION","direct",4224,1711,"MAFRAQ"
"8237","Refugee","TDH","Mafraq City","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","PROTECTION","direct",3567,1711,"MAFRAQ"
"8238","Refugee","TDH","Mafraq City","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",15777,1711,"MAFRAQ"
"8245","Refugee","TDH","Mafraq City","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",8839,1711,"MAFRAQ"
"8262","Refugee","ARDD-LA","Mafraq City","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.2]Engage Parents & Communities","EDUCATION","indirect",152581,1711,"MAFRAQ"
"8269","Refugee","TDH","Mafraq City","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",5757,1711,"MAFRAQ"
"8271","Refugee","IOCC","Mafraq City","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","SHELTER","direct",80126,1711,"MAFRAQ"
"8286","Refugee","WVI","Mafraq Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",196689.33,1711,"MAFRAQ"
"8311","Refugee","UNICEF","Mafraq Governorate","WASH [REF1.2]Access to Water in Urban","[REF1.2.2]Household Water Improv.","WASH ","indirect",66666.6,1711,"MAFRAQ"
"8328","Refugee","Caritas","Mafraq Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","HEALTH","direct",43008.45,1711,"MAFRAQ"
"8331","Refugee","Caritas","Mafraq Governorate","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",219689.1,1711,"MAFRAQ"
"8335","Refugee","CARE","Mafraq Governorate","PROT[REF1.3]SGBV","[REF.1.3.2]Acess to multi-sector services","PROTECTION","direct",75000,1711,"MAFRAQ"
"8338","Refugee","MEDAIR","Mafraq Governorate","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","PROTECTION","direct",30000,1711,"MAFRAQ"
"8346","Refugee","WVI","Mafraq Governorate","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.1]Strategy to reduce violence","EDUCATION","direct",3900000,1711,"MAFRAQ"
"8348","Refugee","WarChild UK","Mafraq Governorate","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",143000,1711,"MAFRAQ"
"8349","Refugee","Caritas","Mafraq Governorate","EDU[REF3.2]Acces to Formal Education","[REF3.2.3]School Supplies","EDUCATION","direct",18209.4,1711,"MAFRAQ"
"8351","Refugee","UNICEF","Mafraq Governorate","WASH [REF1.4]Services in urban access to water","[REF1.4.1]Schools etc access Water","WASH ","indirect",113333,1711,"MAFRAQ"
"8368","Refugee","Caritas","Mafraq Governorate","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","PROTECTION","direct",2542,1711,"MAFRAQ"
"8370","Refugee","UNFPA","Mafraq Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","HEALTH","indirect",1500000,1711,"MAFRAQ"
"8387","Refugee","CARE","Mafraq Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",2e+05,1711,"MAFRAQ"
"8401","Refugee","AVSI","Mafraq Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",65442,1711,"MAFRAQ"
"8416","Refugee","Caritas","Mafraq Governorate","EDU[REF3.1]EarlyChildhood","[REF3.1.4]Parent outreach","EDUCATION","direct",439,1711,"MAFRAQ"
"8428","Refugee","ICMC","Mafraq Governorate","EDU[REF3.2]Acces to Formal Education","[REF3.2.3]School Supplies","EDUCATION","direct",149543,1711,"MAFRAQ"
"8430","Refugee","JHAS","Mafraq Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","HEALTH","direct",60000,1711,"MAFRAQ"
"8437","Refugee","ICMC","Mafraq Governorate","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","WASH ","direct",128579,1711,"MAFRAQ"
"8445","Refugee","IOM","Mafraq Governorate","PROT[REF1.1]Refugee Rights Respected","[REF1.1.1]Border Reception/Transport/Comm. Po","PROTECTION","direct",2e+06,1711,"MAFRAQ"
"8448","Refugee","UNICEF","Mafraq Governorate","WASH [REF2.3]Sanit.Repair/Ext","[REF2.3.1]Sewage Treatment in urban","WASH ","indirect",1666666.7,1711,"MAFRAQ"
"8451","Refugee","WarChild UK","Mafraq Governorate","EDU[REF2.1]Train Education Providers","[REF2.1.1]Train Service Providers","EDUCATION","direct",35000,1711,"MAFRAQ"
"8453","Refugee","Caritas","Mafraq Governorate","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.2]Engage Parents & Communities","EDUCATION","direct",4937.35,1711,"MAFRAQ"
"8460","Refugee","JHAS","Mafraq Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.3]Convalescent care for War wounded","HEALTH","direct",250000,1711,"MAFRAQ"
"8461","Refugee","UNICEF","Mafraq Governorate","WASH [REF1.5]Water Conservation","[REF1.5.1]Conserv. In camps/urban","WASH ","indirect",55555.5,1711,"MAFRAQ"
"8467","Refugee","AVSI","Mafraq Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","PROTECTION","direct",13833,1711,"MAFRAQ"
"8480","Refugee","IRC","Mafraq Governorate","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","PROTECTION","direct",7000,1711,"MAFRAQ"
"8483","Refugee","SC Jordan","Mafraq Governorate","EDU[REF3.3]Alternative Education","[REF3.3.1]Informal Education","EDUCATION","direct",30707,1711,"MAFRAQ"
"8500","Refugee","IRC","Mafraq Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",18595,1711,"MAFRAQ"
"8512","Refugee","MEDAIR","Mafraq Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",272500,1711,"MAFRAQ"
"8516","Refugee","CARE","Mafraq Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",1250000,1711,"MAFRAQ"
"8534","Refugee","ICMC","Mafraq Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",100370,1711,"MAFRAQ"
"8535","Refugee","MEDAIR","Mafraq Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.5]IYCF practices promoted","HEALTH","direct",57500,1711,"MAFRAQ"
"8542","Refugee","IRC","Mafraq Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",654394,1711,"MAFRAQ"
"8545","Refugee","IRC","Mafraq Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","HEALTH","direct",226578.6,1711,"MAFRAQ"
"8555","Refugee","WVI","Mafraq Governorate","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.2]Engage Parents & Communities","EDUCATION","direct",3900000,1711,"MAFRAQ"
"8565","Refugee","Caritas","Mafraq Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",31500,1711,"MAFRAQ"
"8567","Refugee","Caritas","Mafraq Governorate","WASH [REF2.3]Sanit.Repair/Ext","[REF2.3.1]Sewage Treatment in urban","WASH ","direct",19068,1711,"MAFRAQ"
"8572","Refugee","Caritas","Mafraq Governorate","EDU[REF2.1]Train Education Providers","[REF2.1.1]Train Service Providers","EDUCATION","direct",2893,1711,"MAFRAQ"
"8574","Refugee","WVI","Mafraq Governorate","PROT[REF1.4]Child Protection","[REF1.4.1]Child Protection systems","PROTECTION","direct",91442.5,1711,"MAFRAQ"
"8577","Refugee","ICMC","Mafraq Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",111065,1711,"MAFRAQ"
"8588","Refugee","ICMC","Mafraq Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",2e+05,1711,"MAFRAQ"
"8593","Refugee","CARE","Mafraq Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",50000,1711,"MAFRAQ"
"8600","Refugee","CARE","Mafraq Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.2]Community self-mngmt","PROTECTION","direct",150000,1711,"MAFRAQ"
"8611","Refugee","JHAS","Mafraq Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","HEALTH","direct",55000,1711,"MAFRAQ"
"8612","Refugee","IRC","Mafraq Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.4]Mat/Child Health mngt","HEALTH","direct",56644.65,1711,"MAFRAQ"
"8615","Refugee","CARE","Mafraq Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","PROTECTION","direct",875000,1711,"MAFRAQ"
"8617","Refugee","IRD","Mafraq Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.2]Community Hlth Network","HEALTH","direct",43750,1711,"MAFRAQ"
"8619","Refugee","AVSI","Mafraq Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","PROTECTION","direct",1666,1711,"MAFRAQ"
"8624","Refugee","Caritas","Mafraq Governorate","EDU[REF3.1]EarlyChildhood","[REF3.1.1]Access to KG centres","EDUCATION","direct",76751.03,1711,"MAFRAQ"
"8626","Refugee","SC Jordan","Mafraq Governorate","EDU[REF3.3]Alternative Education","[REF3.3.2]Life Skills","EDUCATION","direct",303707,1711,"MAFRAQ"
"8628","Refugee","WVI","Mafraq Governorate","WASH [REF1.4]Services in urban access to water","[REF1.4.1]Schools etc access Water","WASH ","",1921968,1711,"MAFRAQ"
"8634","Refugee","Caritas","Mafraq Governorate","FOOD/LIV[1.2]Promote Safe/Nutr/Diverse Food","[REF1.2.2]Awareness Nutr. Practices","FOOD/LIVELIHOOD","direct",29250,1711,"MAFRAQ"
"8639","Refugee","MEDAIR","Mafraq Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.5]Community Mental Hlth services","HEALTH","direct",2500,1711,"MAFRAQ"
"8643","Refugee","NRC","Mafraq Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",2e+05,1711,"MAFRAQ"
"8667","Refugee","IRC","Mafraq Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",800,1711,"MAFRAQ"
"8670","Refugee","SCI","Mafraq Governorate","EDU[REF3.1]EarlyChildhood","[REF3.1.4]Parent outreach","EDUCATION","direct",2e+06,1711,"MAFRAQ"
"8684","Refugee","Caritas","Mafraq Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","HEALTH","direct",25915.15,1711,"MAFRAQ"
"8701","Refugee","Caritas","Mafraq Governorate","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","PROTECTION","direct",7627,1711,"MAFRAQ"
"8704","Refugee","IMC","Mafraq Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",26250,1711,"MAFRAQ"
"8707","Refugee","NEF","Mafraq Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","PROTECTION","direct",32278,1711,"MAFRAQ"
"8712","Refugee","IMC","Mafraq Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.6]Mental Health Services (primary)","HEALTH","direct",15530,1711,"MAFRAQ"
"8714","Refugee","Caritas","Mafraq Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","HEALTH","direct",180084.75,1711,"MAFRAQ"
"8733","Refugee","LWF","Mafraq Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",64973,1711,"MAFRAQ"
"8735","Refugee","IRC","Mafraq Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","HEALTH","direct",5582.235,1711,"MAFRAQ"
"8741","Refugee","WarChild UK","Mafraq Governorate","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.4]Social Cohesion","EDUCATION","direct",15000,1711,"MAFRAQ"
"8747","Refugee","AVSI","Mafraq Governorate","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","PROTECTION","direct",4064,1711,"MAFRAQ"
"8748","Refugee","WVI","Mafraq Governorate","WASH [REF2.4]Services in Urban Sanitation","[REF2.4.1]Schools etc access sanitation","WASH ","direct",472773,1711,"MAFRAQ"
"8764","Refugee","NRC","Mafraq Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",4e+05,1711,"MAFRAQ"
"8777","Refugee","UNFPA","Mafraq Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.4]Emergency Obstetric Care","HEALTH","indirect",8e+05,1711,"MAFRAQ"
"8779","Refugee","IRC","Mafraq Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","HEALTH","direct",22000,1711,"MAFRAQ"
"8789","Refugee","Caritas","Mafraq Governorate","EDU[REF3.4]Teritiary Education","[REF3.4.4]Vocational/Skills Training","EDUCATION","direct",25221.88857,1711,"MAFRAQ"
"8806","Refugee","IRD","Mafraq Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.4]SGBV clinical services","HEALTH","direct",31250,1711,"MAFRAQ"
"8809","Refugee","CARE","Mafraq Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",375000,1711,"MAFRAQ"
"8816","Refugee","AVSI","Mafraq Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",26638,1711,"MAFRAQ"
"8826","Refugee","WVI","Mafraq Governorate","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","PROTECTION","direct",3900000,1711,"MAFRAQ"
"8828","Refugee","Caritas","Mafraq Governorate","EDU[REF3.1]EarlyChildhood","[REF3.1.2]KG facilitators recruited","EDUCATION","direct",24237.22,1711,"MAFRAQ"
"8844","Refugee","JHAS","Mafraq Governorate","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","SHELTER","direct",1097509,1711,"MAFRAQ"
"8846","Refugee","UNICEF","Mafraq Governorate","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","WASH ","indirect",83333,1711,"MAFRAQ"
"8853","Refugee","Caritas","Mafraq Governorate","EDU[REF3.3]Alternative Education","[REF3.3.2]Life Skills","EDUCATION","direct",24717.6,1711,"MAFRAQ"
"8854","Refugee","WVI","Mafraq Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",858237,1711,"MAFRAQ"
"8860","Refugee","Caritas","Mafraq Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","HEALTH","direct",180084.75,1711,"MAFRAQ"
"8866","Refugee","Caritas","Mafraq Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","PROTECTION","direct",12711,1711,"MAFRAQ"
"8871","Refugee","UNICEF","Mafraq Governorate","WASH [REF2.2]Sanitation in Urban","[REF2.2.2]Household wastewater mngt","WASH ","indirect",11111.1,1711,"MAFRAQ"
"8886","Refugee","MEDAIR","Mafraq Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.1]Community Health Teams","HEALTH","direct",22500,1711,"MAFRAQ"
"8893","Refugee","Caritas","Mafraq Governorate","SHLT[REF2.2]Complete Housing Units","[REF2.2.1]Awareness on Housing Rights","SHELTER","direct",15840,1711,"MAFRAQ"
"8897","Refugee","ICMC","Mafraq Governorate","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","SHELTER","direct",438536,1711,"MAFRAQ"
"8902","Refugee","ACF","Mafraq Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",650000,1711,"MAFRAQ"
"8911","Refugee","IRC","Mafraq Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.1]Community Health Teams","HEALTH","direct",550000,1711,"MAFRAQ"
"8918","Refugee","MEDAIR","Mafraq Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","HEALTH","direct",75000,1711,"MAFRAQ"
"8924","Refugee","WarChild UK","Mafraq Governorate","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.3]Scale up learning environments","EDUCATION","direct",135000,1711,"MAFRAQ"
"8933","Refugee","Caritas","Mafraq Governorate","PROT[REF1.1]Refugee Rights Respected","[REF1.1.5]Access to Legal Assistance","PROTECTION","direct",847,1711,"MAFRAQ"
"8935","Refugee","UNICEF","Mafraq Governorate","WASH [REF2.4]Services in Urban Sanitation","[REF2.4.1]Schools etc access sanitation","WASH ","indirect",138181.8,1711,"MAFRAQ"
"8953","Refugee","Caritas","Mafraq Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",21186,1711,"MAFRAQ"
"8964","Refugee","MEDAIR","Mafraq Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.2]Community Hlth Network","HEALTH","direct",7500,1711,"MAFRAQ"
"8969","Refugee","WVI","Mafraq Governorate","EDU[REF3.2]Acces to Formal Education","[REF3.2.1]School renovation/equip","EDUCATION","direct",8306.67,1711,"MAFRAQ"
"8981","Refugee","IMC","Mafraq Governorate","PROT[REF1.3]SGBV","[REF.1.3.2]Acess to multi-sector services","PROTECTION","direct",50000,1711,"MAFRAQ"
"8992","Refugee","AVSI","Mafraq Governorate","EDU[REF3.2]Acces to Formal Education","[REF3.2.5]Remedial Education","EDUCATION","direct",19441,1711,"MAFRAQ"
"8993","Refugee","Caritas","Mafraq Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.2]Improved NCD Mngt","HEALTH","",3354.5,1711,"MAFRAQ"
"9004","Refugee","Caritas","Mafraq Governorate","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","FOOD/LIVELIHOOD","direct",224619,1711,"MAFRAQ"
"9014","Refugee","WVI","Mafraq Governorate","EDU[REF2.1]Train Education Providers","[REF2.1.2]Community Trained","EDUCATION","direct",4966.67,1711,"MAFRAQ"
"9017","Refugee","Caritas","Mafraq Governorate","EDU[REF2.2]Safe, Violence Free Envirn","[REF2.2.1]Strategy to reduce violence","EDUCATION","direct",2000,1711,"MAFRAQ"
"9021","Refugee","IMC","Mafraq Governorate","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.2]Rehabilitation/impairment","HEALTH","direct",90,1711,"MAFRAQ"
"9027","Refugee","UNHCR","Mafraq Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","BASIC NEEDS","direct",7451429,1711,"MAFRAQ"
"9031","Refugee","UNICEF","Mafraq Governorate","WASH [REF2.2]Sanitation in Urban","[REF2.2.1]Sanitation improv. In urban","WASH ","indirect",122222,1711,"MAFRAQ"
"9032","Refugee","UNHCR","Mafraq Governorate","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","BASIC NEEDS","direct",1767348,1711,"MAFRAQ"
"9035","Refugee","UNHCR","Mafraq Governorate","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.1]Comm. Disease Mngt / EPI services","HEALTH","indirect",889073,1711,"MAFRAQ"
"9055","Refugee","WarChild UK","Mafraq Governorate","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","PROTECTION","direct",64000,1711,"MAFRAQ"
"9056","Refugee","UNHCR","Mafraq Governorate","PROT[REF1.4]Child Protection","[REF1.4.4]Access Multi-Sector services","PROTECTION","indirect",62850,1711,"MAFRAQ"
"9067","Refugee","IMC","Mafraq Governorate","HLTH[REF1.3]Integrated Community Intervs.","[REF1.3.5]Community Mental Hlth services","HEALTH","direct",937,1711,"MAFRAQ"
"9068","Refugee","UNICEF","Mafraq Governorate","WASH [REF1.3]Water Repair/Ext","[REF1.3.1]Repair/Ext Urban","WASH ","indirect",1111111.1,1711,"MAFRAQ"
"9071","Refugee","Caritas","Mafraq Governorate","WASH [REF2.2]Sanitation in Urban","[REF2.2.1]Sanitation improv. In urban","WASH ","direct",12712,1711,"MAFRAQ"
