"","Governorate","sector","activity","partner","Area","Refugee.Camps","End","Total","Objective","Sector","Output","Implementation","RegionCODE","Area2","units"
"4644","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","Intersos","Irbid Governorate",,"2016-12",35,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1707,"Irbid","# men"
"4645","Irbid","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","MEDAIR","Irbid Governorate",,"2016-12",712,"SGBV","PROTECTION","Community members engaged","direct",1707,"Irbid","# girls"
"4646","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NRC","Irbid Governorate",,"2016-12",1,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","# CSP"
"4647","Irbid","EDU[REF2.1]Train Education Providers","[REF2.1.2]Community Trained","WVI","Irbid Governorate",,"2016-03",4285,"Train Education Providers","EDUCATION","Community Trained","direct",1707,"Irbid","USD $"
"4648","Irbid","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","NRC","Irbid Governorate",,"2016-12",930,"Cash for Rent","SHELTER","Cash for Rent","direct",1707,"Irbid","# girls"
"4649","Irbid","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","ACF","Irbid Governorate",,"2016-12",314,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1707,"Irbid","# women"
"4650","Irbid","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","IRC","Irbid Governorate",,"2016-12",100,"Essential Primary Health Care","HEALTH","Reproductive Health Services","direct",1707,"Irbid","#"
"4651","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Mercy Corps","Irbid Governorate",,"2016-12",408,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4652","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","LWF","Irbid Governorate",,"2016-04",132,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1707,"Irbid","# men"
"4653","Irbid","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","NRC","Irbid Governorate",,"2016-12",986,"Cash for Rent","SHELTER","Cash for Rent","direct",1707,"Irbid","# boys"
"4654","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Intersos","Irbid Governorate",,"2016-12",141,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4655","Irbid","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","Intersos","Irbid Governorate",,"2016-12",0,"Child Protection","PROTECTION","Community-Based Mechnms.","direct",1707,"Irbid","# girls"
"4656","Irbid","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","Intersos","Irbid Governorate",,"2016-12",70,"Child Protection","PROTECTION","Community-Based Mechnms.","direct",1707,"Irbid","# girls"
"4657","Irbid","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","ACF","Irbid Governorate",,"2016-12",30,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1707,"Irbid","%"
"4658","Irbid","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","ACF","Irbid Governorate",,"2016-12",326,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1707,"Irbid","# boys"
"4659","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","TDH","Irbid Governorate",,"2016-12",100,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1707,"Irbid","%"
"4660","Irbid","WASH [REF2.2]Sanitation in Urban","[REF2.2.1]Sanitation improv. In urban","Intersos","Irbid Governorate",,"2016-12",0,"Sanitation in Urban","WASH ","Sanitation improv. In urban","direct",1707,"Irbid","%"
"4661","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Irbid Governorate",,"2016-12",3141,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4662","Irbid","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","Intersos","Irbid Governorate",,"2016-12",762,"Hygiene in Urban","WASH ","Hygiene promotion","direct",1707,"Irbid","# of women"
"4663","Irbid","WASH [REF3.2]Hygiene in Urban","[REF3.2.1]Hygiene promotion","Intersos","Irbid Governorate",,"2016-12",952,"Hygiene in Urban","WASH ","Hygiene promotion","direct",1707,"Irbid","# of women"
"4664","Irbid","HLTH[REF1.2]Secondary/Tertiary Care","[REF1.2.5]Secondary/Tertiary Referrals","ACF","Irbid Governorate",,"2016-12",0,"Secondary/Tertiary Care","HEALTH","Secondary/Tertiary Referrals","direct",1707,"Irbid","%"
"4665","Irbid","EDU[REF3.3]Alternative Education","[REF3.3.2]Informal Education","SCI","Irbid Governorate",,"2016-12",59324,"Alternative Education","EDUCATION","Informal Education","direct",1707,"Irbid","USD $"
"4666","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","Caritas","Irbid Governorate",,"2016-12",20,"MHPSS / Disabilities","PROTECTION","Special Needs/Disabled/Elderly","direct",1707,"Irbid","# HH"
"4667","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","ACF","Irbid Governorate",,"2016-12",314,"MHPSS / Disabilities","PROTECTION","Special Needs/Disabled/Elderly","direct",1707,"Irbid","# women"
"4668","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","NRC","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# girls"
"4669","Irbid","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.3]Reproductive Health Services","JHAS","Irbid Governorate",,"2016-12",560,"Essential Primary Health Care","HEALTH","Reproductive Health Services","direct",1707,"Irbid","#"
"4670","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","CARE","Irbid Governorate",,"2016-12",190,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1707,"Irbid","# boys"
"4671","Irbid","PROT[REF1.4]Child Protection","[REF1.4.3]Community-Based Mechnms.","SCI","Irbid Governorate",,"2016-12",168,"Child Protection","PROTECTION","Community-Based Mechnms.","direct",1707,"Irbid","# boys"
"4672","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","CARE","Irbid Governorate",,"2016-12",2713,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# boys"
"4673","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","ICMC","Irbid Governorate",,"2016-12",86,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4674","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","NRC","Irbid Governorate",,"2016-12",873,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4675","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.2]Community self-mngmt","NRC","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Community self-mngmt","direct",1707,"Irbid","# boys"
"4676","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","NRC","Irbid Governorate",,"2016-12",0,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4677","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","CARE","Irbid Governorate",,"2016-12",324,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","# men"
"4678","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NRC","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","# boys"
"4679","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NRC","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","# boys"
"4680","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","ICMC","Irbid Governorate",,"2016-12",19,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# men"
"4681","Irbid","EDU[REF3.3]Alternative Education","[REF3.3.2]Informal Education","WVI","Irbid Governorate",,"2015-03",100,"Alternative Education","EDUCATION","Informal Education","direct",1707,"Irbid","%"
"4682","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","Mercy Corps","Irbid Governorate",,"2016-12",188,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1707,"Irbid","# boys"
"4683","Irbid","SHLT[REF2.1]Cash for Rent","[REF2.1.1]Cash for Rent","NRC","Irbid Governorate",,"2016-12",949,"Cash for Rent","SHELTER","Cash for Rent","direct",1707,"Irbid","# HH"
"4684","Irbid","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","MEDAIR","Irbid Governorate",,"2016-12",712,"SGBV","PROTECTION","Community members engaged","direct",1707,"Irbid","# women"
"4685","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","FPSC","Irbid Governorate",,"2016-12",34,"MHPSS / Disabilities","PROTECTION","Special Needs/Disabled/Elderly","direct",1707,"Irbid","#"
"4686","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","ACF","Irbid Governorate",,"2016-12",358,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1707,"Irbid","# women"
"4687","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Mercy Corps","Irbid Governorate",,"2016-12",65,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4688","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","FPSC","Irbid Governorate",,"2016-12",40,"MHPSS / Disabilities","PROTECTION","Special Needs/Disabled/Elderly","direct",1707,"Irbid","#"
"4689","Irbid","SHLT[REF2.3]Upgrade Housing Units","[REF2.3.1]Upgrade Housing urban/rural","Caritas","Irbid Governorate",,"2016-12",0,"Upgrade Housing Units","SHELTER","Upgrade Housing urban/rural","direct",1707,"Irbid","%"
"4690","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","ICMC","Irbid Governorate",,"2016-12",22,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# boys"
"4691","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","NRC","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# men"
"4692","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","NRC","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# boys"
"4693","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","NRC","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# girls"
"4694","Irbid","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","ACF","Irbid Governorate",,"2016-12",70,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1707,"Irbid","%"
"4695","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","LWF","Irbid Governorate",,"2016-04",60,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1707,"Irbid","# women"
"4696","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","WarChild UK","Irbid Governorate",,"2016-12",64000,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1707,"Irbid","USD $"
"4697","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","TDH","Irbid Governorate",,"2016-12",37,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1707,"Irbid","# women"
"4698","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","Intersos","Irbid Governorate",,"2016-12",559,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# boys"
"4699","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Caritas","Irbid Governorate",,"2016-12",20,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","%"
"4700","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","WVI","Irbid Governorate",,"2016-05",250,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4701","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","ACF","Irbid Governorate",,"2016-12",54,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","# women"
"4702","Irbid","WASH [REF2.2]Sanitation in Urban","[REF2.2.1]Sanitation improv. In urban","Intersos","Irbid Governorate",,"2016-12",512,"Sanitation in Urban","WASH ","Sanitation improv. In urban","direct",1707,"Irbid","# of men"
"4703","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","CARE","Irbid Governorate",,"2016-12",1169,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1707,"Irbid","# men"
"4704","Irbid","EDU[REF3.3]Alternative Education","[REF3.3.2]Informal Education","Caritas","Irbid Governorate",,"2016-12",444,"Alternative Education","EDUCATION","Informal Education","direct",1707,"Irbid","# of Benef"
"4705","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","ACF","Irbid Governorate",,"2016-12",90,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4706","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","NEF","Irbid Governorate",,"2018-12",0,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","%"
"4707","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","Caritas","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Special Needs/Disabled/Elderly","direct",1707,"Irbid","%"
"4708","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.3]Special Needs/Disabled/Elderly","ACF","Irbid Governorate",,"2016-12",134,"MHPSS / Disabilities","PROTECTION","Special Needs/Disabled/Elderly","direct",1707,"Irbid","# women"
"4709","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","CARE","Irbid Governorate",,"2016-12",37.5,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","%"
"4710","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","ICMC","Irbid Governorate",,"2016-12",40,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4711","Irbid","FOOD/LIV[1.1]Improve Food Access","[REF 1.1.1]Food Assistance","Caritas","Irbid Governorate",,"2016-12",26.2,"Improve Food Access","FOOD/LIVELIHOOD","Food Assistance","direct",1707,"Irbid","%"
"4712","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","NRC","Irbid Governorate",,"2016-12",2e+05,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","$"
"4713","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","CARE","Irbid Governorate",,"2016-12",162,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1707,"Irbid","# men"
"4714","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","ICMC","Irbid Governorate",,"2016-12",0,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","%"
"4715","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.1]Information, referral and outreach","Mercy Corps","Irbid Governorate",,"2016-12",1666,"MHPSS / Disabilities","PROTECTION","Information, referral and outreach","direct",1707,"Irbid","# men"
"4716","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","IRC","Irbid Governorate",,"2016-12",308,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4717","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","Mercy Corps","Irbid Governorate",,"2016-12",261,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4718","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.5]Winterization needs out of Camp","IRC","Irbid Governorate",,"2016-12",48,"Life Saving Basic Needs","BASIC NEEDS","Winterization needs out of Camp","direct",1707,"Irbid","# boys"
"4719","Irbid","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","Caritas","Irbid Governorate",,"2016-12",2542,"SGBV","PROTECTION","Community members engaged","direct",1707,"Irbid","USD $"
"4720","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","CARE","Irbid Governorate",,"2016-12",2987,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4721","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","ACF","Irbid Governorate",,"2016-12",111,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","# men"
"4722","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.4]Safe Spaces/Comm. Centres","Intersos","Irbid Governorate",,"2016-12",0,"MHPSS / Disabilities","PROTECTION","Safe Spaces/Comm. Centres","direct",1707,"Irbid","#"
"4723","Irbid","PROT[REF1.2]MHPSS / Disabilities","[REF1.2.5]Reduce Social Tensions thr. Livelih","ACF","Irbid Governorate",,"2016-12",53,"MHPSS / Disabilities","PROTECTION","Reduce Social Tensions thr. Livelih","direct",1707,"Irbid","# girls"
"4724","Irbid","BN[REF2.1]Life Saving Basic Needs","[REF2.1.3]Support towards basic needs","CARE","Irbid Governorate",,"2016-12",1050,"Life Saving Basic Needs","BASIC NEEDS","Support towards basic needs","direct",1707,"Irbid","#"
"4725","Irbid","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","MEDAIR","Irbid Governorate",,"2016-12",0,"SGBV","PROTECTION","Community members engaged","direct",1707,"Irbid","# girls"
"4726","Irbid","PROT[REF1.3]SGBV","[REF1.3.1]Community members engaged","MEDAIR","Irbid Governorate",,"2016-12",305,"SGBV","PROTECTION","Community members engaged","direct",1707,"Irbid","# women"
"4727","Irbid","HLTH[REF1.1]Essential Primary Health Care","[REF1.1.5]IYCF practices promoted","MEDAIR","Irbid Governorate",,"2016-12",0,"Essential Primary Health Care","HEALTH","IYCF practices promoted","direct",1707,"Irbid","#"
